speaker_id,gender,age,dark_bright,rough_smooth,attractive,authoritative,cute,nasal,strong,warm,weak,profession
8119,Male,Senior,,Rough,,,,,,,,[]
8591,Ambiguous,Adult,,,,,,,,,,[]
8705,Male,Adult,Dark,,,,,,,,,[]
8791,Male,Adult,,,Attractive,,,,,,,['Storytelling']
9026,Female,Adult,,Smooth,,,,,,,,['Storytelling']
954,Male,Adult,,Rough,,Authoritative,,,,,,['Public Presentation']
p295,Female,Teenager,,Rough,,,,,,,Weak,[]
p343,Ambiguous,Adult,,,,,,,,,,[]
1313,Male,Adult,,,,,,,,,,['Client and Public Interaction']
1337,Ambiguous,Teenager,,,,,Cute,,,,,[]
1731,Female,Teenager,,,,,Cute,,,,,['Client and Public Interaction']
1851,Female,Teenager,Bright,Smooth,Attractive,,Cute,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
192,Female,Adult,,,,Authoritative,,,,,,"['Storytelling', 'Diplomacy and Judiciary']"
204,Male,Adult,,,,,,,Strong,,,['Storytelling']
216,Male,Adult,Dark,,,Authoritative,,,Strong,,,[]
22,Female,Adult,,,,,,,,,,['Storytelling']
2201,Male,Adult,,,,,,,,,,"['Storytelling', 'Client and Public Interaction']"
2294,Male,Adult,Dark,,,,,,,,,['Storytelling']
2393,Male,Adult,,,,,,Nasal,,,,[]
2592,Female,Teenager,,,Attractive,,,,,,,['Client and Public Interaction']
272,Male,Adult,,,,,,,,,,[]
274,Female,Adult,,Smooth,,,,,,,,[]
2971,Male,Adult,,Rough,,,,Nasal,,,,['Client and Public Interaction']
3046,Ambiguous,Adult,,,,,,Nasal,,,Weak,[]
3294,Female,Adult,,Rough,,,,,,,,[]
3307,Male,Adult,,Rough,,,,,,,,[]
335,Male,Adult,,,,,,,,,,[]
3630,Female,Teenager,Bright,,,,,Nasal,,,,[]
3994,Ambiguous,Teenager,,Smooth,,,,,,,,[]
500,Male,Adult,,,,,,,,,,['Client and Public Interaction']
5093,Female,Senior,,,,Authoritative,,,,,,[]
5123,Ambiguous,Senior,,,,,,,,,,[]
5139,Female,Adult,,Smooth,,,,,,Warm,,['Client and Public Interaction']
5448,Male,Adult,,,,,,,,,,[]
55,Male,Senior,Dark,,,,,,,,,"['Storytelling', 'Client and Public Interaction']"
5570,Female,Adult,Bright,,,,,Nasal,,Warm,,['Client and Public Interaction']
5940,Male,Adult,Dark,,,,,,,Warm,,['Storytelling']
6167,Ambiguous,Adult,Bright,,,,,Nasal,,,,[]
6538,Male,Adult,,,,,,,,,,['Client and Public Interaction']
664,Female,Adult,Bright,,,,,,,,,['Client and Public Interaction']
699,Female,Adult,,Smooth,Attractive,,,,,,,"['Storytelling', 'Diplomacy and Judiciary']"
7139,Male,Adult,Dark,,,,,,,,,"['Public Presentation', 'Storytelling']"
716,Male,Adult,,,,,,,,,,[]
7398,Female,Adult,,,,,,,,,,['Client and Public Interaction']
7553,Male,Adult,,Smooth,Attractive,,,,,Warm,,"['Public Presentation', 'Storytelling', 'Client and Public Interaction']"
7569,Male,Adult,Dark,,,,,,Strong,,,['Storytelling']
7732,Male,Adult,,,,,,Nasal,,,,[]
7994,Ambiguous,Adult,,,,,,,,,,[]
835,Male,Adult,,,,,,,,,,['Storytelling']
8401,Male,Adult,Dark,Rough,,Authoritative,,,Strong,,,['Storytelling']
8825,Female,Teenager,Bright,Smooth,,,Cute,,,,,['Client and Public Interaction']
8848,Male,Adult,Dark,,Attractive,,,,,,,['Storytelling']
p230,Female,Adult,,,,,,,,,Weak,[]
p245,Male,Teenager,,,,,,,,,Weak,['Client and Public Interaction']
p264,Female,Teenager,,,,,,,,,Weak,['Client and Public Interaction']
p283,Female,Teenager,,Rough,Attractive,,,,,,,['Client and Public Interaction']
p313,Female,Adult,,Rough,,,,,,,Weak,[]
p316,Male,Adult,Dark,Rough,,,,,,,,[]
